name,mass,year,reclat,reclong,GeoLocation
Yamato 982609,20.11,1998,0,0,"(0.000000, 0.000000)"
Allan Hills 85157,20.1,1985,-76.89897,156.49871,"(-76.898970, 156.498710)"
Allan Hills 88049,20.1,1988,-76.7003,159.30852,"(-76.700300, 159.308520)"
Allan Hills 90410,20.1,1990,-76.97765,156.92485,"(-76.977650, 156.924850)"
Allan Hills A78190,20.1,1978,-76.71667,159.66667,"(-76.716670, 159.666670)"
Allan Hills A79041,20.1,1979,-76.69028,159.36417,"(-76.690280, 159.364170)"
Allan Hills A81164,20.1,1981,-76.68778,159.36056,"(-76.687780, 159.360560)"
Allan Hills A81297,20.1,1981,-76.68083,159.34583,"(-76.680830, 159.345830)"
Arlit,20.1,2002,18.673,7.34225,"(18.673000, 7.342250)"
Dominion Range 08443,20.1,2008,0,0,"(0.000000, 0.000000)"
Elephant Moraine 87824,20.1,1987,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 99434,20.1,1999,-76.18333,157.16667,"(-76.183330, 157.166670)"
LaPaz Icefield 04602,20.1,2004,,,
LaPaz Icefield 04733,20.1,2004,,,
LaPaz Icefield 04808,20.1,2004,,,
Larkman Nunatak 06767,20.1,2006,,,
Lewis Cliff 88647,20.1,1988,-84.27332,161.40238,"(-84.273320, 161.402380)"
Lewis Cliff 88649,20.1,1988,-84.27728,161.40405,"(-84.277280, 161.404050)"
Lewis Cliff 93818,20.1,1993,-84.27392,161.68476,"(-84.273920, 161.684760)"
Northwest Africa 6503,20.1,2009,0,0,"(0.000000, 0.000000)"
Pecora Escarpment 91281,20.1,1991,-85.68835,-68.90241,"(-85.688350, -68.902410)"
Queen Alexandra Range 94476,20.1,1994,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97313,20.1,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97323,20.1,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97354,20.1,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97595,20.1,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97692,20.1,1997,-84,168,"(-84.000000, 168.000000)"
Stewart Valley 006,20.1,2001,36.23728,-116.1722,"(36.237280, -116.172200)"
Asuka 881207,20.08,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881711,20.07,1988,-72,26,"(-72.000000, 26.000000)"
Yamato 790420,20.07,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 791206,20.05,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Northwest Africa 7281,20.04,2012,0,0,"(0.000000, 0.000000)"
Yamato 86066,20.04,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 791111,20.02,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Asuka 880909,20.01,1988,-72,26,"(-72.000000, 26.000000)"
Nagaria,20,1875,26.98333,78.21667,"(26.983330, 78.216670)"
Allan Hills 82142,20,1982,-76.89166,156.96457,"(-76.891660, 156.964570)"
Allan Hills 83047,20,1983,-76.69917,159.39861,"(-76.699170, 159.398610)"
Allan Hills 84150,20,1984,-77.02435,156.97828,"(-77.024350, 156.978280)"
Allan Hills A81285,20,1981,-76.65955,159.31255,"(-76.659550, 159.312550)"
Caleta el Cobre 014,20,2010,-24.25,-70.51667,"(-24.250000, -70.516670)"
Catalina 034,20,2010,-25.23333,-69.71667,"(-25.233330, -69.716670)"
Clarion,20,1986,12.5,-137.7,"(12.500000, -137.700000)"
Dhofar 1299,20,2002,19.13667,54.785,"(19.136670, 54.785000)"
Dhofar 205,20,2000,19.39333,54.78,"(19.393330, 54.780000)"
Dominion Range 08251,20,2008,0,0,"(0.000000, 0.000000)"
Dominion Range 10634,20,2010,0,0,"(0.000000, 0.000000)"
Doolgunna,20,1967,-25.93333,119.3,"(-25.933330, 119.300000)"
Elephant Moraine 90112,20,1990,-76.26857,156.45213,"(-76.268570, 156.452130)"
Elephant Moraine 90174,20,1990,-76.28629,156.48989,"(-76.286290, 156.489890)"
Elephant Moraine 90843,20,1990,-76.28681,156.49212,"(-76.286810, 156.492120)"
Elephant Moraine 96244,20,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Grosvenor Mountains 03143,20,2003,,,
Grove Mountains 020078,20,2003,-73.01389,75.27083,"(-73.013890, 75.270830)"
Hughes 033,20,1991,-30.13389,129.0625,"(-30.133890, 129.062500)"
Jiddat al Harasis 056,20,2002,19.23,55.18167,"(19.230000, 55.181670)"
Larkman Nunatak 06410,20,2006,,,
Lewis Cliff 87161,20,1987,-84.34176,161.2433,"(-84.341760, 161.243300)"
Lewis Cliff 87295,20,1987,-84.36404,161.3835,"(-84.364040, 161.383500)"
Lewis Cliff 88172,20,1988,-84.23704,161.43765,"(-84.237040, 161.437650)"
Lewis Cliff 88297,20,1988,-84.23947,161.47461,"(-84.239470, 161.474610)"
Lewis Cliff 88308,20,1988,-84.26947,161.40292,"(-84.269470, 161.402920)"
Lewis Cliff 88314,20,1988,-84.27256,161.40443,"(-84.272560, 161.404430)"
Miller Range 03395,20,2003,,,
Miller Range 090474,20,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090475,20,2009,0,0,"(0.000000, 0.000000)"
Muckera 006,20,1991,-30.36667,130.08333,"(-30.366670, 130.083330)"
Niger (C2),20,1969,,,
Northwest Africa 2542,20,2003,,,
Northwest Africa 3331,20,2005,,,
Northwest Africa 4741,20,2005,0,0,"(0.000000, 0.000000)"
Northwest Africa 5574,20,2007,0,0,"(0.000000, 0.000000)"
Northwest Africa 6123,20,2002,0,0,"(0.000000, 0.000000)"
Northwest Africa 6187,20,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 7086,20,2011,0,0,"(0.000000, 0.000000)"
Northwest Africa 7096,20,2011,0,0,"(0.000000, 0.000000)"
Northwest Africa 7299,20,2011,0,0,"(0.000000, 0.000000)"
Northwest Africa 878,20,2001,,,
Northwest Africa 968,20,2001,0,0,"(0.000000, 0.000000)"
Queen Alexandra Range 93409,20,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 93556,20,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97077,20,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97404,20,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99065,20,1999,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99144,20,1999,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99166,20,1999,-84,168,"(-84.000000, 168.000000)"
Rabbit Dry Lake,20,2000,34.44567,-117.01083,"(34.445670, -117.010830)"
Reid 021,20,1993,-30.06783,128.98483,"(-30.067830, 128.984830)"
Roberts Massif 04182,20,2004,,,
Sahara 97124,20,1997,,,
Sahara 97169,20,1997,,,
Selcany,20,1900,49.75,14.41667,"(49.750000, 14.416670)"
Grove Mountains 022134,19.99,2003,-72.77889,75.31361,"(-72.778890, 75.313610)"
Yamato 790636,19.98,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86292,19.98,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 790571,19.96,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 980325,19.951,1998,,,
Frontier Mountain 93012,19.95,1993,-72.95306,160.52972,"(-72.953060, 160.529720)"
Northwest Africa 5438,19.94,2006,,,
Yamato 983317,19.94,1998,0,0,"(0.000000, 0.000000)"
Asuka 880672,19.93,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881545,19.93,1988,-72,26,"(-72.000000, 26.000000)"
Yamato 790459,19.92,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Asuka 881027,19.91,1988,-72,26,"(-72.000000, 26.000000)"
Jiddat al Harasis 104,19.91,2003,19.91392,56.99992,"(19.913920, 56.999920)"
Allan Hills A77158,19.9,1977,-76.71667,159.66667,"(-76.716670, 159.666670)"
Allan Hills A77306,19.9,1977,-76.71667,159.66667,"(-76.716670, 159.666670)"
Allan Hills A81242,19.9,1981,-76.69167,159.29945,"(-76.691670, 159.299450)"
Camel Donga 050,19.9,1993,-30.1085,126.52717,"(-30.108500, 126.527170)"
Dominion Range 08163,19.9,2008,0,0,"(0.000000, 0.000000)"
El Médano 072,19.9,2011,-24.85,-70.53333,"(-24.850000, -70.533330)"
El Médano 147,19.9,2011,-24.85,-70.53333,"(-24.850000, -70.533330)"
Elephant Moraine 90721,19.9,1990,-76.28104,156.403,"(-76.281040, 156.403000)"
Elephant Moraine 96017,19.9,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 96213,19.9,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
LaPaz Icefield 03843,19.9,2003,,,
LaPaz Icefield 04590,19.9,2004,,,
Larkman Nunatak 06370,19.9,2006,,,
Larkman Nunatak 06632,19.9,2006,,,
Larkman Nunatak 06652,19.9,2006,,,
Lewis Cliff 86325,19.9,1986,-84.27376,161.69052,"(-84.273760, 161.690520)"
Lewis Cliff 88293,19.9,1988,-84.23586,161.41952,"(-84.235860, 161.419520)"
Miller Range 090198,19.9,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090874,19.9,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 5303,19.9,2007,,,
Queen Alexandra Range 93505,19.9,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99122,19.9,1999,-84,168,"(-84.000000, 168.000000)"
Willcox Playa 004,19.9,2004,32.14202,-109.82423,"(32.142020, -109.824230)"
Asuka 881628,19.88,1988,-72,26,"(-72.000000, 26.000000)"
Grove Mountains 022154,19.87,2003,-72.77889,75.31361,"(-72.778890, 75.313610)"
Yamato 794065,19.85,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86070,19.85,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Asuka 880973,19.84,1988,-72,26,"(-72.000000, 26.000000)"
MacAlpine Hills 02498,19.84,2002,,,
Yamato 982003,19.84,1998,0,0,"(0.000000, 0.000000)"
Asuka 881563,19.83,1988,-72,26,"(-72.000000, 26.000000)"
Yamato 794008,19.82,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Asuka 880837,19.81,1988,-72,26,"(-72.000000, 26.000000)"
Allan Hills A78173,19.8,1978,-76.71667,159.66667,"(-76.716670, 159.666670)"
Allan Hills A80131,19.8,1980,-76.68944,159.36917,"(-76.689440, 159.369170)"
Allan Hills A81288,19.8,1981,-76.69389,159.39417,"(-76.693890, 159.394170)"
Dominion Range 08257,19.8,2008,0,0,"(0.000000, 0.000000)"
Dominion Range 08267,19.8,2008,0,0,"(0.000000, 0.000000)"
Dominion Range 08334,19.8,2008,0,0,"(0.000000, 0.000000)"
Dominion Range 08362,19.8,2008,0,0,"(0.000000, 0.000000)"
Elephant Moraine 90881,19.8,1990,-76.27835,156.49957,"(-76.278350, 156.499570)"
Elephant Moraine 90949,19.8,1990,-76.27253,156.43308,"(-76.272530, 156.433080)"
Elephant Moraine 92172,19.8,1992,-76.04507,156.05937,"(-76.045070, 156.059370)"
Grosvenor Mountains 95600,19.8,1995,-85.66667,175,"(-85.666670, 175.000000)"
LaPaz Icefield 02315,19.8,2002,-86.36667,-70,"(-86.366670, -70.000000)"
Lewis Cliff 86271,19.8,1986,-84.27378,161.68797,"(-84.273780, 161.687970)"
Lewis Cliff 86364,19.8,1986,-84.27384,161.68973,"(-84.273840, 161.689730)"
Lewis Cliff 88109,19.8,1988,-84.25248,161.38069,"(-84.252480, 161.380690)"
Lewis Cliff 88290,19.8,1988,-84.2363,161.42151,"(-84.236300, 161.421510)"
Meteorite Hills 001104,19.8,2000,-79.68333,159.75,"(-79.683330, 159.750000)"
Miller Range 090281,19.8,2009,0,0,"(0.000000, 0.000000)"
Miller Range 11205,19.8,2011,0,0,"(0.000000, 0.000000)"
Northwest Africa 1651,19.8,2002,,,
Patuxent Range 10257,19.8,2010,0,0,"(0.000000, 0.000000)"
Queen Alexandra Range 93535,19.8,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97064,19.8,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97095,19.8,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97829,19.8,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97830,19.8,1997,-84,168,"(-84.000000, 168.000000)"
Roberts Massif 04179,19.8,2004,,,
Roberts Massif 04228,19.8,2004,,,
Tentacle Ridge 00002,19.8,2000,-80.25,153.5,"(-80.250000, 153.500000)"
Asuka 881717,19.79,1988,-72,26,"(-72.000000, 26.000000)"
Dominion Range 03182,19.79,2003,,,
Yamato 793238,19.78,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86692,19.78,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 791608,19.77,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 81006,19.77,1981,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 981493,19.76,1998,0,0,"(0.000000, 0.000000)"
Yamato 983937,19.76,1998,0,0,"(0.000000, 0.000000)"
Yamato 74058,19.72,1974,-71.5,35.66667,"(-71.500000, 35.666670)"
Asuka 87315,19.71,1987,-72,26,"(-72.000000, 26.000000)"
Allan Hills 82133,19.7,1982,-76.90256,157.02793,"(-76.902560, 157.027930)"
Allan Hills A81156,19.7,1981,-76.69472,159.38944,"(-76.694720, 159.389440)"
Dominion Range 08428,19.7,2008,0,0,"(0.000000, 0.000000)"
Elephant Moraine 90850,19.7,1990,-76.27994,156.50071,"(-76.279940, 156.500710)"
Elephant Moraine 90930,19.7,1990,-76.27432,156.44064,"(-76.274320, 156.440640)"
Elephant Moraine 96343,19.7,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Frontier Mountain 09009,19.7,2009,-72.95267,160.46532,"(-72.952670, 160.465320)"
Gunnadorah,19.7,1968,-31,125.93333,"(-31.000000, 125.933330)"
Jiddat al Harasis 528,19.7,2008,19.53428,55.17403,"(19.534280, 55.174030)"
LaPaz Icefield 031207,19.7,2003,,,
LaPaz Icefield 04518,19.7,2004,,,
Larkman Nunatak 06537,19.7,2006,,,
Larkman Nunatak 06606,19.7,2006,0,0,"(0.000000, 0.000000)"
Larkman Nunatak 06678,19.7,2006,,,
Lewis Cliff 88147,19.7,1988,-84.24646,161.39773,"(-84.246460, 161.397730)"
Lewis Cliff 88155,19.7,1988,-84.24273,161.42397,"(-84.242730, 161.423970)"
Lewis Cliff 88342,19.7,1988,-84.27378,161.40689,"(-84.273780, 161.406890)"
Meteorite Hills 001024,19.7,2000,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 001074,19.7,2000,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 00963,19.7,2000,-79.68333,159.75,"(-79.683330, 159.750000)"
Miller Range 090272,19.7,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 2545,19.7,2003,,,
Northwest Africa 7628,19.7,2011,0,0,"(0.000000, 0.000000)"
Patuxent Range 10206,19.7,2010,0,0,"(0.000000, 0.000000)"
Pecora Escarpment 91156,19.7,1991,-85.66681,-69.02116,"(-85.666810, -69.021160)"
Queen Alexandra Range 93293,19.7,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 93750,19.7,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97652,19.7,1997,-84,168,"(-84.000000, 168.000000)"
Reid 027,19.7,1991,-30.31806,128.37333,"(-30.318060, 128.373330)"
Roberts Massif 04180,19.7,2004,,,
Yamato 82136,19.7,1982,-71.5,35.66667,"(-71.500000, 35.666670)"
Queen Alexandra Range 02141,19.69,2002,-84,168,"(-84.000000, 168.000000)"
Dhofar 829,19.68,2001,19.06003,54.5788,"(19.060030, 54.578800)"
Grove Mountains 021569,19.67,2003,-72.94028,75.28583,"(-72.940280, 75.285830)"
Grove Mountains 022153,19.66,2003,-72.77889,75.31361,"(-72.778890, 75.313610)"
Grove Mountains 99005,19.66,2000,-73.08333,75.2,"(-73.083330, 75.200000)"
Yamato 792542,19.65,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Grove Mountains 021776,19.63,2003,-72.774167,75.325556,"(-72.774167, 75.325556)"
Asuka 881865,19.62,1988,-72,26,"(-72.000000, 26.000000)"
Grove Mountains 051595,19.61,2006,-72.93889,75.29333,"(-72.938890, 75.293330)"
Grove Mountains 051848,19.61,2006,-72.77972,75.31194,"(-72.779720, 75.311940)"
Allan Hills 84186,19.6,1984,-76.65807,159.32555,"(-76.658070, 159.325550)"
Allan Hills A78191,19.6,1978,-76.71667,159.66667,"(-76.716670, 159.666670)"
Dominion Range 08014,19.6,2008,0,0,"(0.000000, 0.000000)"
Dominion Range 10517,19.6,2010,0,0,"(0.000000, 0.000000)"
Elephant Moraine 87591,19.6,1987,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 87609,19.6,1987,-76.27009,156.46006,"(-76.270090, 156.460060)"
Elephant Moraine 87742,19.6,1987,-76.28361,157.19524,"(-76.283610, 157.195240)"
Elephant Moraine 90021,19.6,1990,-76.26811,156.4562,"(-76.268110, 156.456200)"
Elephant Moraine 90168,19.6,1990,-76.26799,156.50322,"(-76.267990, 156.503220)"
Elephant Moraine 90884,19.6,1990,-76.28452,156.48347,"(-76.284520, 156.483470)"
Frontier Mountain 01137,19.6,2001,-72.99222,160.39611,"(-72.992220, 160.396110)"
Frontier Mountain 99037,19.6,1999,-72.9625,160.57,"(-72.962500, 160.570000)"
Graves Nunataks 98128,19.6,1998,-86.71667,-141.5,"(-86.716670, -141.500000)"
Grove Mountains 021547,19.6,2003,-72.96389,75.22222,"(-72.963890, 75.222220)"
LaPaz Icefield 031123,19.6,2003,,,
LaPaz Icefield 04688,19.6,2004,,,
Larkman Nunatak 06397,19.6,2006,,,
Larkman Nunatak 06471,19.6,2006,0,0,"(0.000000, 0.000000)"
Larkman Nunatak 06712,19.6,2006,,,
Larkman Nunatak 06864,19.6,2006,,,
Lewis Cliff 86217,19.6,1986,-84.27371,161.69393,"(-84.273710, 161.693930)"
Lewis Cliff 86452,19.6,1986,-84.27422,161.67635,"(-84.274220, 161.676350)"
Lewis Cliff 88106,19.6,1988,-84.25533,161.40158,"(-84.255330, 161.401580)"
Meteorite Hills 001066,19.6,2000,-79.68333,159.75,"(-79.683330, 159.750000)"
Miller Range 090447,19.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090681,19.6,2009,0,0,"(0.000000, 0.000000)"
Pecora Escarpment 91229,19.6,1991,-85.67498,-68.72478,"(-85.674980, -68.724780)"
Pecora Escarpment 91428,19.6,1991,-85.68768,-68.36234,"(-85.687680, -68.362340)"
Queen Alexandra Range 93660,19.6,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97862,19.6,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99329,19.6,1999,-84,168,"(-84.000000, 168.000000)"
Yamato 75105,19.6,1975,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793226,19.6,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 980532,19.592,1998,,,
Asuka 87347,19.59,1987,-72,26,"(-72.000000, 26.000000)"
Yamato 980130,19.566,1998,,,
Asuka 880688,19.56,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880820,19.55,1988,-72,26,"(-72.000000, 26.000000)"
Sayh al Uhaymir 149,19.55,2002,21.03858,57.29383,"(21.038580, 57.293830)"
Yamato 86053,19.53,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 982159,19.53,1998,0,0,"(0.000000, 0.000000)"
Asuka 881161,19.52,1988,-72,26,"(-72.000000, 26.000000)"
MacAlpine Hills 02878,19.52,2002,,,
Asuka 880847,19.51,1988,-72,26,"(-72.000000, 26.000000)"
Frontier Mountain 03085,19.51,2003,-72.99478,160.39561,"(-72.994780, 160.395610)"
King Tut,19.51,1997,35.92333,-114.10167,"(35.923330, -114.101670)"
Queen Alexandra Range 02111,19.51,2002,-84,168,"(-84.000000, 168.000000)"
Catalina 006,19.5,2010,-25.23333,-69.71667,"(-25.233330, -69.716670)"
Cuddeback Dry Lake 028,19.5,2008,35.296,-117.472,"(35.296000, -117.472000)"
Dominion Range 08328,19.5,2008,0,0,"(0.000000, 0.000000)"
Elephant Moraine 83268,19.5,1983,-76.31806,157.19611,"(-76.318060, 157.196110)"
Elephant Moraine 90186,19.5,1990,-76.28071,156.48123,"(-76.280710, 156.481230)"
Elephant Moraine 90275,19.5,1990,-76.28799,156.47813,"(-76.287990, 156.478130)"
Elephant Moraine 90387,19.5,1990,-76.27814,156.39369,"(-76.278140, 156.393690)"
Elephant Moraine 90810,19.5,1990,-76.28324,156.46829,"(-76.283240, 156.468290)"
Elephant Moraine 90841,19.5,1990,-76.28683,156.48353,"(-76.286830, 156.483530)"
Elephant Moraine 92178,19.5,1992,-76.05342,156.00834,"(-76.053420, 156.008340)"
LaPaz Icefield 04512,19.5,2004,,,
LaPaz Icefield 04804,19.5,2004,,,
Lewis Cliff 87201,19.5,1987,-84.2732,161.69924,"(-84.273200, 161.699240)"
Meteorite Hills 01078,19.5,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Miller Range 05108,19.5,2005,,,
Pecora Escarpment 01001,19.5,2005,-85.6661,-69.04142,"(-85.666100, -69.041420)"
Pecora Escarpment 91275,19.5,1991,-85.68102,-68.76888,"(-85.681020, -68.768880)"
Queen Alexandra Range 93287,19.5,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 93352,19.5,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 94451,19.5,1994,-84,168,"(-84.000000, 168.000000)"
Roberts Massif 04251,19.5,2004,,,
Watson 007,19.5,2009,-30.48333,131.68333,"(-30.483330, 131.683330)"
Yamato 790443,19.49,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 982220,19.49,1998,0,0,"(0.000000, 0.000000)"
Yamato 982011,19.48,1998,0,0,"(0.000000, 0.000000)"
Grove Mountains 051845,19.47,2006,-72.78,75.31194,"(-72.780000, 75.311940)"
Yamato 791734,19.47,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Sayh al Uhaymir 417,19.46,2005,20.27962,56.50845,"(20.279620, 56.508450)"
Yamato 791058,19.46,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Asuka 880883,19.44,1988,-72,26,"(-72.000000, 26.000000)"
Meteorite Hills 00661,19.44,2000,-79.68333,155.75,"(-79.683330, 155.750000)"
Asuka 882089,19.42,1988,-72,26,"(-72.000000, 26.000000)"
MacAlpine Hills 02580,19.42,2002,,,
Jiddat al Harasis 207,19.41,2002,19.9875,56.41672,"(19.987500, 56.416720)"
LaPaz Icefield 02366,19.41,2002,,,
Pecora Escarpment 02059,19.41,2002,-85.63333,-68.7,"(-85.633330, -68.700000)"
Allan Hills 84054,19.4,1984,-76.7406,158.81318,"(-76.740600, 158.813180)"
Allan Hills 85082,19.4,1985,-76.90259,156.68577,"(-76.902590, 156.685770)"
Allan Hills A77025,19.4,1977,-76.71667,159.66667,"(-76.716670, 159.666670)"
Allan Hills A77086,19.4,1977,-76.71667,159.66667,"(-76.716670, 159.666670)"
Cumulus Hills 04036,19.4,2004,,,
Dominion Range 08077,19.4,2008,0,0,"(0.000000, 0.000000)"
Elephant Moraine 87595,19.4,1987,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 87760,19.4,1987,-76.28235,156.45356,"(-76.282350, 156.453560)"
Elephant Moraine 90164,19.4,1990,-76.28788,156.47024,"(-76.287880, 156.470240)"
Elephant Moraine 96283,19.4,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Frontier Mountain 84003,19.4,1984,-72.95488,160.47328,"(-72.954880, 160.473280)"
Frontier Mountain 84005,19.4,1984,-72.95488,160.47328,"(-72.954880, 160.473280)"
Graves Nunataks 95222,19.4,1995,-86.71667,-141.5,"(-86.716670, -141.500000)"
LaPaz Icefield 03961,19.4,2003,,,
LaPaz Icefield 04470,19.4,2004,,,
Lewis Cliff 85434,19.4,1985,-84.2882,161.33793,"(-84.288200, 161.337930)"
Lewis Cliff 85456,19.4,1985,-84.28122,161.39987,"(-84.281220, 161.399870)"
Lewis Cliff 86177,19.4,1986,-84.25789,161.38251,"(-84.257890, 161.382510)"
Lewis Cliff 86232,19.4,1986,-84.26836,161.37121,"(-84.268360, 161.371210)"
Lewis Cliff 87157,19.4,1987,-84.34853,161.32502,"(-84.348530, 161.325020)"
Lewis Cliff 88490,19.4,1988,-84.24795,161.38673,"(-84.247950, 161.386730)"
MacAlpine Hills 02752,19.4,2002,-84.21667,160.5,"(-84.216670, 160.500000)"
Meteorite Hills 01145,19.4,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01284,19.4,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01297,19.4,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Miller Range 07671,19.4,2007,,,
Miller Range 090634,19.4,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090791,19.4,2009,0,0,"(0.000000, 0.000000)"
Queen Alexandra Range 93308,19.4,1993,-84.57939,162.61532,"(-84.579390, 162.615320)"
Queen Alexandra Range 93651,19.4,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 94532,19.4,1994,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97267,19.4,1997,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99178,19.4,1999,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99388,19.4,1999,-84,168,"(-84.000000, 168.000000)"
Meteorite Hills 00734,19.39,2000,-79.68333,155.75,"(-79.683330, 155.750000)"
Asuka 87349,19.36,1987,-72,26,"(-72.000000, 26.000000)"
Jiddat al Harasis 675,19.36,2011,19.66393,55.69107,"(19.663930, 55.691070)"
Yamato 794066,19.36,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Meteorite Hills 00804,19.35,2000,-79.68333,155.75,"(-79.683330, 155.750000)"
Yamato 791236,19.35,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Sayh al Uhaymir 154,19.34,2002,21.05172,57.23795,"(21.051720, 57.237950)"
Yamato 793376,19.33,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Dhofar 811,19.32,2001,18.5581,54.1039,"(18.558100, 54.103900)"
Jiddat al Harasis 773,19.32,,19.81167,56.50972,"(19.811670, 56.509720)"
Yamato 983199,19.32,1998,0,0,"(0.000000, 0.000000)"
Yamato 984146,19.32,1998,0,0,"(0.000000, 0.000000)"
Asuka 87130,19.31,1987,-72,26,"(-72.000000, 26.000000)"
Yamato 982382,19.31,1998,0,0,"(0.000000, 0.000000)"
Allan Hills 88051,19.3,1988,-76.69005,159.38471,"(-76.690050, 159.384710)"
Allan Hills 95100,19.3,1995,-76.71667,159.66667,"(-76.716670, 159.666670)"
Allan Hills A77228,19.3,1977,-76.71667,159.66667,"(-76.716670, 159.666670)"
Allan Hills A79047,19.3,1979,-76.70194,159.36472,"(-76.701940, 159.364720)"
Asuka 880863,19.3,1988,-72,26,"(-72.000000, 26.000000)"
Elephant Moraine 90627,19.3,1990,-76.26978,156.43451,"(-76.269780, 156.434510)"
Elephant Moraine 90680,19.3,1990,-76.26767,156.44644,"(-76.267670, 156.446440)"
Elephant Moraine 96176,19.3,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 99451,19.3,1999,-76.18333,157.16667,"(-76.183330, 157.166670)"
LaPaz Icefield 031336,19.3,2003,,,
LaPaz Icefield 04616,19.3,2004,,,
